Kelvin|human|male|Rud||slew Golden Dragon. He is from the <i>Kelvin of Rud</i> series.|m14|
Ken|human|male|Xanth|telling opposite of the future|was a passenger on the Trollway train.|28|
Ker Chief|thing||Xanth, Region of Madness||is the Chief of hands. It has a label of KER.|29|
Kerby|giant|male|Pyramid, Red Face|||21|
Kero|unicorn|male|Ptero||is a winged unicorn.|21|
Khari Saia|merfolk, fresh|female|Xanth||stored things in a water shed.|35|
Kia|human|female|Ptero|making rain||28|
Kiel|human|male|Xanth|adaption||26|
Kim (DDD)|human|female|Mundania|erasure|has curly brown hair and blue eyes. She is an intrepid and likable Mundane girl competing with Dug in the Xanth adventure game. She secured her place in the game by winning a talent contest. She was a companion of ^Chlorine^ and ^Nimby^ when they visited Mundania. She broke ^Patxi's^ curse with Knut.|M16, M19, M23, m26, 27, m29|
Kim (TTTF)|human|female|Xanth, Castle Rock Candy|only being harmed by magical means|was the guide for ^Sand Witch (TTTF)^ in Castle Rock Candy.|32|
King (GWITS)|human|male|Xanth||is a character in "The Princess and the Hog" written by ^Goar^ and played by ^Dolin^.|41|
King (IOV)|human|male|Xanth||is a character in a nice dream written by ^Chex^ made for ^Fracto^ and used by ^Jenny (IOV)^.|m13|
King Clark|centaur|male|Xanth|compelling others to do his will|is really the Demon ^Pluto^.|33|
King Cobra (FAG)|snake|male|Pyramid, Red Face|||21|
King Cobra (UIAH)|human|male|Mundania||was the author of Mundanian letter to ^Nada^.|m26|
King of Lionness|human|male|Mundania, England, Lyonesse|||m26|14
Kitten Kaboodle|cat|female|Xanth||has nine tails.|33|
Kiya Gnomide|gnome|female|Xanth|complicating situations||29|
Knight (CL)|human|male|Xanth||is the champion of Knock-Kneed Knights.|8|
Knight (FAG)|mernaga|male|Ptero|||21|
Knight Guard|human|male|Xanth||was a soldier ^Iris^ remembered who worked for ^Arte Menia^.|m18|
Knotweed|elf|male|Xanth, Region of the Elves||is armed with a knotted rope.|8|
Knuckles McPalm|monster under the bed||Xanth||was under ^Nada's^ bed when she was a child.|m19|
Knut|human|male|Mundania||helped break ^Patxi's^ curse by thanking him, finally.|27|
Kody|human|male|Mundania|summoning chips of reverse wood|is 27 or 28 years old, 6'6" tall with tan skin. He is intelligent, manly, thoughtful, and handsome. He loves 70s car. He was immune to the Reverse Bomb that was set off in Xanth.|M37, m39|
Komodo Li Zard|dragon|male|Xanth||has wings that are almost invisible. He was a dignitary at the wedding of ^Chex^ and ^Cheiron^.|m11|
Krakatoa|kraken||Xanth||is a character in a play written by a curse friend.|26|
Kress|centaur|male|Xanth|spot on wall actually a picture of the future||24|
Krissica|human|female|Xanth, Isle of Women||cried alarm.|22|
Kubla|human|male|Mundania||was the auditor hired by ^Silhouette^.|m27|
La|human|male|Xanth|changing types of wood|Her initials stand for "Lost Angel".|21|
Lacey|human|female|Xanth|making shoe laces|is married to a man related to King ^Warren^.|m24|
Lacky|human|female|Ptero|what she writes comes true briefly||24, 27|
Lacuna|human|female|Xanth, Castle Zombie|conjuring and changing print at will|reprogrammed ^Com Pewter^ to be nice and freed ^Grey^ from service to it. She was retroactively married to Vernon and had three children. ^Zomonster^ was her monster under the bed when she was a child.|4, 6, 7, m8, m13, M14, m16, m17, m18, m24, m27, m30|
Lady Bug|insect|female|Xanth||is a member of ^Cyrus (TTTF)'s^ troupe. She was tending her afhid garden.|M32|
Lady Care|human|female|Xanth|||m37|
Lady Slipper|nymph|female|Xanth||knows ^Forrest^.|25|
Lam|horse|male|Xanth; Mundania||is the horse part of a centaur who broke apart after going into Mundania. The human part is ^Bert^.|27|
Laser|human|male|Xanth|projecting laser beams from his fingers|is a carpetter.|39|
Lasha Lamia|human|female|Xanth, Isle of Women|creating cloudstones||22|
Lathe|elf|male|Xanth||is a guard of the Tool elf tribe.|9|
Latia|curse fiend|female|Xanth, Gateway Castle|curses but one in three is a blessing|is an ugly old woman whose every third curse is actually a blessing. She is skilled enough with stage makeup to create a face that will curdle water. She was a companion of Volney. She is now the matriarch of the Curse Fiends. She is sometimes called Dame Latia or Crone Latia.|M10, 25|
Lauryl|human|female|Mundania; Xanth||is lost in Xanth.|m31|
Layea|human|female|Xanth, Pompos City|making any man do her bidding, to a degree|is an Elder of Pompos City. She must know the man for 24 hours, then only has 23 minutes to use her talent.|32|
Leai|human|female|Xanth, Twin City||is suicidal but can not die because something always stops her. ^David Baldwin^ wished he could help her.|20|
Lee|human|female|Gourd||was on the lee side of a plain in the Gourd.|29|
Leigh|human|female|Xanth|making herself solid as a brick wall|has short cream-colored hair and blue eyes. She is the dominate twin.|29|
Lena|crossbreed|female|Xanth Reality 6|summoning nearest Mundanian animal||m30|
Lenora|human|female|Xanth|making people feel guilty||29|
Leslie|human|female|Xanth|putting two different objects together||33|
Lester|human|male|Xanth|turning into humanoid crossbreeds, joint talent with Marton|His nickname is Less.|m23|
Levi|human|male|Xanth|making forget whorls||m30|
Levi Athan|crossbreed|male|Xanth Reality 6||is an elf/whale crossbreed. He was a familiar of ^Morgan Le Fay^.|m30|
Library Ann|human|female|Xanth, Region of Madness|||m29|
Lily|human|female|Xanth||is a character in a story told by Jenny.|m13|
Lilyette|nymph|female|Xanth||is wearing a bra.|41|
Lim Burr|human|male|Xanth|making things limber||33|3
Lita|human|female|Xanth, Necess City|||32|
Litho|major demon|male|Plane|||28|17
Lithosphere|dwarf demon|male|Plane||is in charge of keeping track of the rocks and continental plates of Earth, so he created Pangaea. He fell to sleep, and Pangaea broke apart. ^Earth^ blasted him to a thousand pieces, and those pieces fell onto Xanth and created the creatures there. He lost a game with ^Xanth^ and was forced to meld his world with Xanth, underneath. He is also known as Litho.|m10, 28, m30, m35|
Little Boy|human|male|Xanth||is a resident of the village ^Tristan (HC)^ and his tribe raided.|11|
Little Foot|human|female|Xanth||thinks dancing is fun.|33|
Liz (BS)|human|female|Xanth, Good Magician's Castle|summoning and taming lizards||38, 40|
Liz (JC)|human|female|Xanth||offered diaper service to ^Maeve^.|33|
Liz (KG)|human|female|Xanth|sniffing souls||34|
Lliana|human|female|Always-Always|making real objects illusion|has brunette hair.|30|
Lliane|human|female|Always-Always|making illusions of objects real|has blonde hair. She directed ^Pyra^ to Llost and Ffound office.|30|
Loch Ness|Ness monster||Xanth, Punderground; Mundania||found the key to the lock and escaped to Mundania.|m30|4
Lock|human|male|Xanth|shooting things or blowing them up completely when joined with Stock and Barrel|is Lock, Stock and Barrel, aspects of the 3 Princesses.|33|
Lon Leigh|human|female|Xanth|stopping loneliness for others|was having a picnic with Luv, ^Inertia^, and ^Re Joyce^.|28|
Lone Wolf|wolf||Two Moons||was the wolf friend of ^Jenny (IOV)^.|m13|
Loni|human|female|Xanth|folk can not agree on her hair color||22|
Lord of the Flies|insect|male|Xanth|||5|
Lorelei|nymph|female|Xanth||found her way out of the void.|m29|
Lorlai Fiona|human|female|Xanth||is a temporary imaginary friend created by ^Olive Hue^. She is a tiny baby who 4.7 months old.|29|
Lotus|human|female|Xanth|talking to water flowers|was left in leaves as a baby and raised by flower fairies. She was 15 years old when met. She was rescued from the Punderground by her sister.|30|
Loudspeaker|curse fiend|male|Xanth, Gateway Castle||was an Evil Curse Fiend who turned the curses on his own folk. ^Hydrogen^ defeated him, creating the Forbidden Regions in the process.|m16, m25|
Lova Bull|minotaur|female|Xanth||is a half-sister to all of her siblings. She has a bull head and human body.|m35|
Lucidia Fieldspur|human|female|Xanth|changing ordinary stones into gemstones and vice-versa|has brown hair and iridescent eyes. She woke ^Cube^ and ^Diamond^ in the Peace Forrest. Cube gave her a nickelpede.|27|
Lucifer|demon|male|Hell|||m13|
Lucky|human|male|Xanth|being lucky for a set amount of time|was a suitor of ^Harmony^. He is feckless. She gave him a charm that focuses and charms luck. He took the Dress.|M36|
Lullaby|human|female|Xanth, Elasti City|singing people to sleep|is a princess and Elder of Elasti City who allied with ^Ragna^.|32|
Lumberjack|human|male|Xanth||was a passing man of no consequence.|20|
Luv Leigh|human|female|Xanth|making anything lovely|was having a picnic with Lon, ^Inertia^, and ^Re Joyce^.|28|
Ly|human|female|Xanth|changing Mol's random||25|
Lydia|human|female|Xanth Reality 6|interpreting dreams||30|
Lyn|human|female|Xanth||makes machines from inanimate objects.|25|
Lyre|human|female|Xanth||has lied a lot and is losing her memories because of a curse.|37|
MPD|human||Gourd||has multiple personalities, each manifesting a different talent. They are: ^No One^, ^Me Two^, ^She Three^, ^Who Four^, ^Take Five^, ^Pickup Six^, ^Roll Seven^, ^Eight Late^, and ^Nine Line^. MPD exists only in the fear storage chamber of the dream realm.|m19|
MSDOS|operating system|female|Xanth, Cloud||evolved from ^QDOS^, an old outmoded operating system, who evolved into ^Macrohard Doors^. She has many enchanted paths. Grandmother of Com Pewter. Called Ms. Dos by ^Tiara^.|m38|
Mac|human|male|Xanth|splitting into three likenesses with Mike and Mal|dated Jade until the ^Dastard^ unhappened their relationship.|m24|
Mace|elf|male|Xanth|||29|
Macrohard Doors|operating system||Xanth, Cloud||evolved from ^MSDOS^, had more doors than one could wave a mouse at.|m38|
Mad Ness|Ness monster||Xanth, Punderground|||m30|4
Maddy|human|female|Xanth||was a suicidal woman with very good legs. ^Dr. Moribund^ switched her good legs with ^Mexine's^ malformed tail.|38, 39|
Mae (JC)|crossbreed|female|Xanth|||33|
Mae (MFM)|maenad|female|Xanth, Mount Parnassus||does not particularly like blood and is dissatisfied with her life. She guided ^Grey^ Murphy. She became the ^Pythia^ but ran out of jibberish to spout but got a tax manual from Humfrey.|12|
Maeve|maenad|female|Xanth, Mount Parnassus||was tricked to a love spring by Harbinger. She tried to escape the stork when it tried to deliver Mae. Warren adopted Mae after she married him|M33|
Maggie|wericorn|female|Xanth||forgot her type that turned out to be wericorn.|29|
Magistrate|curse fiend|male|Xanth, Gateway Castle||is a judge of the Curse Fiends.|10|
Magnet Monster|monster||Xanth||was in a contest with ^Com Pewter^.|m32|
Magpie|demon|female|Xanth||is an old maid who has served various ladies of Xanth including ^Rose^ and ^Iris^, though at one time she served ^Arte Menia^.|14, 15, 17, m18|
Mahogany|merfolk, fresh|female|Xanth|reading titles (with help)|was a bored mermaid with blonde hair encountered by ^Trent^, ^Gloha^, and ^Cynthia^. When she works with ^Ash^ and ^Cedar^, they can read one title.|17, 22|
Maiden China|human|female|Xanth||was saved by ^Nan O' Tek^ and formed Mai-Den Industrial Park in the Gap. She became a traveler on the Acquaintance Ship, a fairy boat, on Fanta Sea in 953. Her name is a play on Made in China. Sometime before 1110, she returned to Mundania.|28, m34|
Maiden Japan|human|female|Xanth||was saved by ^Nan O' Tek^ and formed Mai-Den Industrial Park in the Gap. She became a traveler on the Acquaintance Ship, a fairy boat, on Fanta Sea in 953. Her name is a play on Made in Japan.|28, 34, m37|
Maiden Mexico|human|female|Xanth||was saved by ^Nan O' Tek^ and formed Mai-Den Industrial Park in the Gap. She became a traveler on the Acquaintance Ship, a fairy boat, on Fanta Sea in 953. Her name is a play on Made in Mexico.|28, 34|
Maiden Taiwan|human|female|Xanth||adopted Dafrey. She was saved by Nan O' Tek and formed Mai-Den Industrial Park in the Gap. Her name is a play on Made in Taiwan.|14, m25, m26, m28, m32, 34, 38, 41|
Maiden Yukay|human|female|Xanth|performing any feat effortlessly as long as she has never tried it before and her mind is unfocused or in a zen state|was 18 years old when she first appeared. Her father is one of the three most intelligent men in Xanth. She has blond hair and dark eyes with European features. She is 5'2" and is lithe and slimly built. She is extremely intelligent, emotional, loyal, tenderhearted, and loving. Her name is a play on Made in UK.|M37|
Mal|human|male|Xanth|splitting into three likenesses with Mac and Mike|dated Jade until the ^Dastard^ unhappened their relationship.|m24|
Malinee|human|female|Mundania, Thailand; Xanth||was a little girl when met.|28|
Mallet|elf|male|Xanth|||9|
Man (FAG)|human|male|Ptero||is a character in a play written by ^Sofia^. He claimed to be the true father of ^Dolph^.|21|
Man (SN)|human|male|Xanth||summons storks.|m30|
Man-I-Cure|human|male|Ptero, Comic Strip||cures only men.|25|
Manticora|crossbreed|male|Xanth||has a face of a human, mane and body of a lion, wings of a dragon,and tail of a scorpion. He was in service to Humfrey for the answer to its question, does he have a soul?|2|
Mara|human|female|Xanth|calling birds||19|
Marbles|dog||Xanth||is a rock hound and pet of ^Alister^.|15|
Marcia|human|female|Xanth||is a character in the story the jurors were telling ^Mentia^.|m19|
Mare Australe|night horse|female|Gourd|||m6|
Mare Crisium|night horse|female|Gourd||gave ^Chem^ a ride out of the Void and was paid by ^Tandy^. ^Smash^ shortened her name to Crisis. She is also known as Cris.|5, 6, 12|
Mare Frigoris|night horse|female|Gourd||was the carrier of the not-so-bad dream of ^Tristan (HC)^.|m6, 11|
Mare Humerum|night horse|female|Gourd|||m6|
Mare Imbrium|night horse; day horse|female|Gourd; Xanth||was bringing a bad dream to ^Tandy^ when Tandy woke up and forced her to take Tandy to the Good Magician's Castle. While she  served as King pro tem during the NextWave invasion, she defeated the ^Horseman^ and restored the Kings, however, she died when destroying the Horseman's circlet in the Void. She became a Day Mare because she got half a soul from ^Chem^ so survived the Void in soul form. She appears as a solid black horse in daylight and as a young woman wearing black in dreams but is dematerialized in darkness. Her name was shortened to Imbri by ^Smash^.|5, M6, 7, m8, m11, m13, 14, 16, m17, m19, m20, M21, M22, 25, m26, 28, 32|
Mare Juana|night horse|female|Gourd||is out of work.|28|
Mare Nectaris|night horse|female|Gourd||helped ^Chex^ in her search for ^Che^. Her dream aspect is a black centauress.|m6, 13|
Mare Nubium|night horse|female|Gourd|||m6|
Mare Vaporum|night horse|female|Gourd||gave ^Tandy^ a ride out of the Void and was paid by ^Smash^. He shortened her name to Vapor. It is thought she became a little more vicious after receiving half of Smash's soul.|5, m6|
MareAnn|human|female|Xanth, Gap Village; Xanth, Good Magician's Castle|summoning and controlling equines|is the first love of Humfrey. Her talent extends to horses, pegasi, and unicorns. She is particularly attached to the last. She maintains the age of 15 after her marriage to Humfrey. Her unnamed child is on the Red Face of Pyramid.|14, 16, 19, 22, m25, m32, 33, 38, 39, 41|
Mareen|elemental|female|Xanth|the force of water||20|
Margaret|centaurpede|female|Xanth, Magic Dust Village||looks like a centaur but has one hundred pairs of legs.|m14|
Margeurite|human|female|Mundania||was the daughter of someone Trent knew.|m17|
Mari|human|female|Mundania; Xanth, Black Village||is a hospitable woman.|16|
Mariah|human|female|Xanth|turning into a fox||36|
Mariana|human|female|Xanth, Twin City|shaping rocks|was 12 years old when ^David Baldwin^ met her.|20|
Mariner|human|male|Xanth Reality 6, Gourd|working with water||30|
Mark|human|male|Mundania, England, Cornwall|||m26|
Marmie Sette|human|female|Xanth|||31|
Marrow Bones|skeleton|male|Gourd; Xanth|reassembling his bones|used to frighten sleepers in bad dreams but got lost on a path in the gourd. He was chosen by ^Dolph^ as his Adult Companion on his Quest.|M10, M11, 12, m13, m14, m15, 16, M17, 19, m28, m30, m35, m36, m37|
Mars|major demon|male|Milky Way Galaxy, Solar System||has the ambiance of the Electromagnetic Force. He was hosted by ^Che^ and assigned the emotion of anger by the Swell Foop.|25, m37, m38, m39|
Marsha|dragon|female|Xanth||is a character in a play by ^Cyrus (TTTF)^ who wants to be accepted for what she is. She married John in the Dream Realm. She is a fire breather.|m32|
Martha|human|female|Xanth, Gap Village|heating meals|is a hospitable farmer's wife.|1|
Martin|human|male|Xanth Reality 6|making people really cold||m30|
Mary (AA)|crossbreed|female|Cone, Inside||was a nametagger who attacked ^Hugo^ and ^Random Factor^.|31|13
Mary (LOTD)|human|female|Mundania||needed ^Rachel (LOTD)^, a service dog, the most.|m36|
Mary An-Nette|human|female|Xanth||is a life-sized pup-pet.|29|
Mary Baldwin|human|female|Mundania, Miami, FL||researches archaic languages at the University of Miami. She was 37 years old when she first came to Xanth. She has blonde hair.|M20, 25|
Mary Lou Matthew|human|female|Mundania||is a librarian of the library in Mundania where ^Nimby^, ^Chlorine^, ^Kim (DDD)^, and ^Dug^ went during storm.|23|
Marzipana Giganta|ogre|male|Xanth||was left to look after ^Okra^ but has plans for marrying her off to a less than considerate husband. ^Big Blue Nose^ and ^Numb Nuts^ are his henchmen. His full name is Marzipana Giganta La Cabezudos fen Ogre.|m15|
Masque|human|female|Xanth, Castle Rock Candy||was the guide for ^Dragon Lady^ in Castle Rock Candy. She makes very special masks from living creatures, they imbue the wearer with one quality of the creature|32|
Master Slaver|human|male|Xanth|||18|
Matriarch|curse fiend|female|Xanth, Gateway Castle||is the matriarch of the Curse Fiends.|10|
Matt Heffelbower|human|male|Mundania; Xanth, Pieria Village||went to Com Pewter to solve the Pieria Village problem. Sam (PP) is his pet dog.|29|
Matt a Door|crossbreed|male|Xanth|making doors into unobtainable access|slept for 147 years under the ^Roc of Ages^, woken by ^Arme Dillow^, and made door to Ptero. He thought he slept his life away.|26|
May Eye|eyeball|male|Xanth, Isle of Fellowship||is a talking eyeball at date palm.|24|
Me Two|human|male|Gourd|spontaneous combustion|is an aspect of ^MPD^.|19|
Meanie|human|female|Xanth|knocking the wind out of someone|was affected by "The Three Little Prigs" written by ^Goar^. She had to play Prig 2 who had a wood house.|41|
Meatron|human||Xanth||is a friend of ^Arjayess^.|m26|
Medi|ogre|male|Xanth||is a childhood friend of ^Clio^.|m28|
Megaera|Fury|female|Xanth||is the Fury of suffering.|7|
Megan (SF)|goblin|female|Xanth||is a flying goblin child.|m25|
Megan (TTTF)|human|female|Xanth|reading minds of men||32|
Meggie|nymph|female|Xanth||is a maple tree nymph.|m28|
Mela|merfolk, salt|female|Xanth|||11, M15, m17, 19, m21, m23, m24, 26, m41|
Melanoma|human|female|Ptero|growing or reversing tumors on anything||m27|
Melantha|merfolk, salt|female|Xanth||is the widow of Merwin. She is an adventurous mermaid who was searching for a new husband. She and ^Okra^ found ^Ida^ encased in crystal by ^Dragoman^. She is commonly called Mela.|11, M15, m17, 19, m21, m23, m24, 26, m41|
Melete|Muse|female|Xanth||is called the Muse of Meditation. She is a muse and writer's block for ^Cyrus (TTTF)^.|M32|
Melinda|human|female|Mundania||died two days short of 20 years old by suicide. She had blond hair, glasses, 5 feet 4 inches 160 pounds. She loved to laugh. She was shy around new people and outspoken amid friends. She loved puns, the worse, the better. She resented anyone judging another, but did not stay angry long, just hurt. She did not like heights and was a bit clumsy, but a genius. She was called Mindy by friends.|M36|
Melody|human|female|Xanth, Castle Roogna|singing or playing something real|has green hair and blue eyes and wears a green dress. She, along with her sisters Harmony and Rhythm, switched with her adult self and created Castle Maidragon to contain the ^Dastard^. She chose to be the one to fight him. She was briefly possessed by the ^Sea Hag^. She has traveled to Phaze with ^Cube^. She became the girlfriend of Anomy sometime after he switched with his child self on Ptero.|m20, 23, M24, m25, 26, M27, 28, 29, 31, M32, 33, 34, 35, 36, 37, 38, 40, 41|
Melody Irene|human|female|Mundania; Xanth||sought to remain in Xanth.|24|
Melpomene|Muse|female|Xanth, South Village; Xanth, Castle Roogna; Xanth, Mount Parnassus||became the Muse of tragedy poetry in ^937^ and stopped aging.|m13, m28|
Melvin|human|male|Xanth|reading minds of women||32|
Mena|human|female|Xanth Reality 2 (SN)|||30|
Mendic Ant|ant|male|Xanth|||m32|2
Menthol|human|male|Xanth||was the child stealer who delivered young ^Veleno^ to the demons.|m17|
Mentia|demon|female|Xanth|||M18, M19, 20, 21, 25, m27, m28, m30, 31, m35, m36, m37, 38, 39, 41|
Mera|human|female|Xanth Reality 2 (GWITS)|||M41|
Merara|human|female|Xanth Reality 2 (GWITS), Isle of View|traveling between realities|is beautiful with soft brown hair and brown eyes. She has a crown. She was 18 when she was introduced. In 237 she is lovely with golden hair and a figure flirting with perfection. She is a lesbian. She played the ^Cook^ in "The Lizard of Waz". She is also known as Mera and Merari.|M41|
Merch Ant|ant|male|Xanth|||m32|2
Merci|merfolk, salt|female|Xanth||is flirtatious.|16, 19, m21|
Mercury (JC)|human|male|Xanth|changing the temperature of water||33|
Mercury (SF)|major demon|male|Milky Way Galaxy, Solar System|||25, m29|
Mercy|merfolk, fresh|female|Xanth||served Prince ^Charming^ for 10 years after rescuing him, however, he married someone else. After his wife died, he wanted to marry Mercy, but she would not marry him and wanted to return to the sea.|33|
Merei|crossbreed|female|Xanth|changing into any winged creature|appears human.|24|
Merge|human|female|Xanth, South Village; Xanth, Caprice Castle||adopted Myst. She is the merged form of five sisters with hair that is a glittering array of colors. Her Magician ancestor created the anti-pun antidote container that is linked to Antidote.|38, M39, M40|
Meriel (KG)|merfolk, fresh|female|Xanth|||m34|2
Meriel (ZL)|maenad|female|Ptero|||22|
Merla|merfolk, salt|female|Xanth, Isle of Fellowship||lost her marriage when it was unhappened by the ^Dastard^.|m24|
Merlin|human|male|Xanth; Mundania, England||was the first King of Human Xanth. He lead the women of Xanth in killing their rapist husbands from the Third Wave. They and he brought in better men, the Fourth Wave. He abdicated and went to Mundania to help King ^Arthur Pendragon^.|m19, m24, m41|
Merry|human|female|Xanth, Tri City|restoring things|was a young woman ^David Baldwin^ met.|20|
Merwin|merfolk, salt|male|Xanth||died by discovering the hard way the differences between games of mermen and dragons. He lost the Firewater Opal to ^Draco^.|m11, m15|
Merwyn|crossbreed|male|Xanth||is a winged merman.|M34|
Meryl|crossbreed|female|Xanth||has butterfly wings, dark red eyes, and bright red hair. Her tail shifts colors with her moods. ^Gossamer^ was her roommate and guard when she was captured by the Goblinate.|M34|
Mesta|crossbreed|female|Xanth|changing into any sea creature|appears human.|24|
Meto Nymy|creature|male|Gourd||was a juror at ^Grace'l Ossein's^ trial. He has no fixed form, addressable by any of his attributes.|11|
Metra Gnome|gnome|female|Ptero, Comic Strip||swings back and forth with a clicking noise.|27|
Metria|demon|female|Xanth||is the mother of Threnody after a liaison with Gromden and of Ted and Chaos by her husband Veleno, when she got half a soul. She is a troublemaker who has a problem with vocabulary after being stepped on by a sphinx.::She did everything she could to stop ^Umlaut^ from delivering the letters to save Ted's soul. That included tricking Surprise into thinking that he was her true love and emulating several women from Ptero when he needed help with fire ants.::She has two alter egos, Mentia and Woe Betide. Mentia is a little crazy and split off from Metria when Metria's soul got too bothersome. ^D. Sire (FAG)^ is a friend of Mentia. Woe Betide is a sweet and winsome waif, who carries a box of matches to sell. She emulated ^Tacy^ to hinder ^Umlaut^. When she met ^Debra^, she used the alias Trace, a male demon child.::Metria is the only character from Xanth who appeared outside the series. She appeared in DoOon Mode.|10, 13, 14, 15, 16, M17, m18, M19, 20, 21, m22, 23, 24, 0, 25, M26, M27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, M38, M39, 40, 41|
Metro Gnome (KG)|gnome|male|Xanth, Scoop||is very time oriented.|34|
Metro Gnome (ZL)|gnome|male|Ptero||is a neighbor of ^Gnome Well^. He keeps track of ticks and tocs.|22|
Metros|human|male|Xanth|enlarging or shrinking fourfold||25|
Mexine|merfolk, fresh|female|Xanth|seeing the future vaguely|has congenital malformation of her tail. Dr. Moribund switched her malformed tail with ^Maddy's^ good legs, and she stayed with him.|38, 39|
MiKe|donkey|male|Xanth||is a small shaggy equine creature. He is a companion of EmJay who calls him her 'right-hand Ass'. He is helping to compile a lexicon of Xanth.|9|
Michael (JC)|human|male|Xanth|touching or drawing a picture and being transported into that scene||33|
Michael (KG)|human|male|Xanth, Scoop|healing with his hands|was attacked by a giant tomato.|34|
Michael Velli|human|male|Xanth||is a character in "Michael Velli and the Crow Bar", a tale by the ^Ass O' Nine Tails^.|m16|
Michele|human|female|Xanth|shifting blame or credit||28|
Midnight|cat||Mundania; Xanth, Isle of Cats|||m26|
Midrange|cat|male|Mundania, Miami, FL; Xanth, Caprice Castle|awareness of coming problems|has blond fur. He was the pet of ^David Baldwin^. He migrated to Xanth when he got old with ^Woofer^ and ^Tweeter^.|M20, 23, m25, M35, 36, m37|
Mike (AA)|human|male|Xanth||was looking for his girlfriend who is usually misunderstood.|m31|
Mike (CaR)|human|male|Mundania; Xanth||was the owner of the body ^Dor^ inhabited on his tapestry adventures.|m3|
Mike (CuR)|human|male|Xanth|changing regular wood into reverse wood||27|
Mike (TD)|human|male|Xanth|splitting into three likenesses with Mac and Mal|dated Jade until the ^Dastard^ unhappened their relationship.|m24|
Mike (WTC)|human|male|Xanth|making any rolling thing come up the way you want it||35|15
Mikhail|human|male|Mundania, Kamchatka, Russia; Xanth||adopted Malinee. He was the ideal man dreamed of by Noi, but they could not find each other until they got to Xanth. They could not even get together there because he only existed when she was asleep. Reverse wood fixed that.|28|
Millie|human|female|Xanth, West Stockade; Xanth, Castle Zombie; Zombie|sex appeal|is a former chambermaid at Castle Roogna. ^Vadne^ turned her into a book, killing her. She was a ghost for 800 years until she was restored by ^Bink^.|1, 2, M3, 4, 6, 7, m8, 10, 11, m13, 14, 18, 22, m23, m24, 25, 26, 27, m28, m41|
Mim Barbarian|crossbreed|female|Xanth, Mount Rushmost|changing her wings into anything, even weapons|is a winged girl.|35|
Mindy|human|female|Mundania|||M36|
Minnie|human|female|Xanth|cold shoulder|was affected by "The Three Little Prigs" written by ^Goar^. She had to play Prig 3 who has a stone house.|41|
Minotaur|minotaur|male|Xanth||has a way with the ladies|m35|16
Mirage|mernaga|female|Xanth||forgot her type that turned out to be mernaga.|29|
Miranda|human|female|Xanth Reality 6|teaching anyone tricks, except her dog|can not teach ^Old^ tricks.|m30|
Mirror|human|female|Xanth||was ^Seren^ until she gave up the ^Seren Dip Ity^ pacifier.|27|
Miscre Ant|ant|male|Xanth|||m32|2
Misera Bull|minotaur|female|Xanth||is a half-sister to all of her siblings. She has a bull head and human body.|m35|
Misha|cat||Mundania||has soft, pure white fur, and likes to cuddle and purr. It is a pet of ^Arjayess^.|m26|
Miss Adventure|human|female|Xanth, Region of Madness|causing the bad luck of getting diverted into a bad area|is in the state of Miss.|m32|
Miss Anthrope|human|female|Xanth, Region of Madness||is in the state of Miss. She refuses to talk to you at all.|m32|
Miss Believe|human|female|Xanth, Region of Madness||is in the state of Miss. She refuses to believe anything you say.|m32|
Miss Carry|human|female|Xanth, Isle of Miss||can not get the stork to deliver.|m38|
Miss Chief|human|female|Xanth||was met while looking for a path.|26|
Miss Conception|human|female|Xanth|||22|
Miss Direct|human|female|Xanth, Region of Madness|giving wrong directions|is in the state of Miss.|m32|
Miss Erry|human|female|Xanth||loves company but somehow manages to alienate most people.|m25|
Miss Fire|human|female|Xanth, Region of Fire||is a fire woman.|16|
Miss Fortune|human|female|Mundania|bad luck|is smart, decent, amiable, lovely, caring, and innocent.|m20|
Miss Gesundheit|human|female|Xanth|sneezing her head off||33|
Miss Givings|human|female|Xanth|||22|
Miss Gnomer|gnome|female|Ptero|no one getting her name right|was in Limbo until her talent was named.|21|
Miss Guide|human|female|Xanth||guides incorrectly.|26|
Miss Inform|curse fiend|female|Ptero||is the actress playing ^Robin^ in the play by ^Sofia^. She gives bad information.|21, 26|
Miss Interpret|human|female|Xanth|||22|
Miss Isle|human|female|Xanth, Isle of Miss||likes to throw things but her aim is very bad. She can't hit the broad side of a barn.|m38|
Miss Pell|human|female|Gourd|bad spelling|made incorrectly spelled signs.|19|
Miss Place|human|female|Xanth, Region of Madness||is in the state of Miss. She can not find anything.|m32|
Miss Q|human|female|Xanth, Isle of Miss||can not get anything right.|m38|
Miss Remember|human|female|Xanth, Region of Madness|forgetting anything you tell her|is in the state of Miss.|m32|
Miss Shapen|human|female|Xanth, Isle of Miss||is not very pretty.|m38|
Miss Steppe|human|female|Xanth||falls down.|m25|
Miss Succubus|human|female|Xanth|sucking up whatever is near||22|
Miss Take|curse fiend|female|Ptero|mistakes|is the actress portraying ^Raven^ in the play by ^Sofia^.|21|
Miss Teak|woodwife|female|Xanth|||36|
Missile Toe|monster under the bed||Xanth||was under ^Crombie's^ bed when he was a child.|14|
Mistress Man|human|female|Xanth|making things literal||25|
Misty Meanor|curse fiend|female|Ptero|||21|
Mitch|human|male|Xanth, Punic Curse|summoning and sending ideas|adopted Win. He wears a hair shirt made from his hair.|M38, M39|
